ST	penA	mtrR	porB	ponA	gyrA	parC	23S
2343	21.003	47	12	1	7	3	100
2344	18.001	36	11	1	2	24	100
2345	21.001	47	17	1	7	3	100
2346	18.001	36	12	1	7	24	100
2347	13.001	19	8	1	7	52	100
2348	18.001	36	21	1	2	24	100
2349	10.001	33	46	1	7	5	100
2350	13.001	25	4	1	7	53	100
2351	19.001	47	13	1	7	21	100
2352	18.001	47	14	1	7	21	100
2027	14.001	15	100	100	100	1	100
2030	14.001	10	12	100	100	1	100
2031	14.001	10	13	1	7	20	100
2032	14.001	10	14	100	100	19	10
2033	14.001	10	100	100	100	19	10
2034	2.002	10	100	100	100	1	100
2039	2.002	15	4	100	100	7	100
2044	19.001	38	100	1	7	1	100
2045	19.001	69	13	1	7	1	100
2046	19.001	15	100	1	7	1	100
2048	2.001	170	4	1	100	1	100
2052	4.001	36	100	1	100	2	100
2054	14.001	49	3	100	7	3	100
2055	14.001	144	1	100	100	7	100
2056	19.001	5	14	100	7	15	100
2057	19.001	5	100	1	7	15	100
2058	19.001	15	100	100	7	15	100
2059	19.001	15	13	1	7	20	6
2060	19.001	15	1	100	100	7	100
2061	19.001	10	1	1	7	15	100
2062	19.001	69	1	1	7	15	100
2063	19.001	261	1	1	7	3	100
2064	19.001	10	13	1	7	20	100
2065	19.001	10	4	1	7	15	100
2066	19.001	24	21	1	7	15	100
2067	19.001	35	13	1	7	20	100
2068	19.001	35	13	1	7	3	100
2069	19.001	38	13	1	7	26	100
2070	19.001	38	11	1	7	26	100
2071	19.001	38	13	1	7	38	100
2072	19.001	48	100	1	7	15	100
2073	19.001	88	13	1	7	3	100
2074	19.001	88	13	1	7	15	100
2075	19.001	88	3	1	7	15	100
2076	19.001	88	100	1	7	15	100
2077	34.001	1	13	1	1	3	100
2078	14.001	289	1	100	100	7	100
2079	2.006	48	100	100	35	19	10
2080	2.002	38	3	1	7	15	100
2081	2.001	10	1	100	100	100	6
2082	2.001	10	1	100	100	100	100
2083	2.001	9	1	100	1	3	2
2084	2.002	19	11	1	7	3	2
2085	2.002	19	100	100	7	18	100
2086	2.002	50	4	100	100	7	100
2087	2.002	50	13	1	100	1	100
2088	2.002	54	13	1	7	20	100
2089	2.002	88	100	1	100	19	100
2090	2.006	14	9	100	100	1	100
2091	2.006	14	8	100	100	1	100
2092	2.006	48	100	100	100	19	10
2093	2.006	49	3	100	7	20	100
2094	2.006	49	14	100	7	20	100
2095	2.006	228	100	100	100	19	100
2096	2.008	19	19	1	2	10	2
2097	2.008	19	19	1	14	10	100
2098	2.008	19	19	1	2	10	100
2099	21.001	49	3	100	7	20	100
2100	22.001	14	3	100	100	1	100
2101	22.001	15	100	100	100	1	100
2102	22.001	15	100	100	7	15	100
2103	22.001	88	3	1	7	15	100
2104	22.001	88	100	100	100	19	100
2105	34.001	1	100	1	100	3	100
2106	34.001	1	100	1	7	3	100
2107	34.001	10	1	100	100	7	10
2108	34.001	1	4	1	1	3	100
2109	34.001	1	11	1	1	3	12
2110	34.001	1	31	100	1	3	100
2111	34.001	10	29	1	1	3	100
2112	34.001	48	100	1	1	3	100
2113	34.001	50	11	1	1	3	100
2114	68.001	54	3	100	100	7	100
2147	10.001	38	12	1	7	26	100
2115	68.001	10	100	100	100	19	100
2149	2.032	16	1	1	100	2	100
2116	68.001	25	3	100	100	1	100
2152	14.001	130	1	100	100	2	100
2117	68.001	88	100	100	100	19	100
2118	68.001	203	14	100	100	2	100
2153	124.001	33	9	1	2	5	100
2119	19.001	89	13	1	7	20	39
2155	2.002	290	14	1	100	1	100
2120	22.001	15	3	100	43	1	100
2156	2.002	19	46	100	1	18	100
2121	43.002	206	100	1	7	6	100
2158	2.001	24	44	100	100	2	100
2122	9.001	10	14	100	100	19	10
2159	19.001	10	19	100	7	15	100
2123	9.001	14	100	100	100	1	100
2179	13.001	19	8	1	1	9	31
2181	34.001	19	8	1	1	1	100
2182	14.001	10	14	100	100	1	37
2184	2.001	39	11	100	7	10	100
2192	2.001	9	8	100	100	1	100
2194	2.001	9	44	100	100	1	2
2195	2.002	123	14	100	100	17	100
2207	34.007	40	100	100	7	100	100
2234	100.014	18	100	1	7	81	100
2235	140.001	277	13	100	1	88	100
2353	18.001	47	14	1	7	21	6
2354	21.001	22	11	1	1	52	100
2355	19.01	47	13	1	7	21	100
2356	21.001	47	12	1	7	21	100
2482	18.001	307	8	1	1	3	100
2483	10.003	312	12	1	7	21	100
2485	13.002	47	11	1	7	21	100
2486	2.002	40	100	100	1	34	40
2488	13.001	318	17	1	7	8	100
2489	21.001	1	10	1	7	34	100
2491	21.001	19	12	1	1	31	100
2492	43.001	1	52	1	7	110	100
2493	13.001	19	55	1	7	116	100
2498	103.001	1	52	1	1	117	100
2499	10.003	22	4	1	1	52	100
2500	13.001	22	8	1	34	52	100
2501	103.002	1	11	1	7	3	100
2502	2.002	319	8	1	7	3	1
2503	22.001	1	8	1	1	3	100
2504	5.002	1	54	1	7	3	100
2505	21.001	309	4	1	7	8	100
2506	5.002	1	21	1	7	47	100
2507	13.002	19	12	1	7	3	100
2508	21.001	1	12	1	34	93	100
2509	13.002	19	12	1	7	93	100
2510	13.001	25	8	1	7	6	100
2511	43.002	122	100	100	7	3	100
2512	109.001	267	8	1	7	3	100
2513	13.001	264	3	1	1	9	100
2514	14.001	82	100	100	100	7	100
2515	14.001	139	13	100	7	98	100
2516	19.001	265	14	1	7	55	100
2517	19.001	261	11	1	7	1	100
2518	2.001	19	3	1	1	3	100
2519	2.001	269	1	100	100	2	100
2520	2.001	266	13	100	1	22	100
2521	2.002	40	100	100	7	55	6
2522	2.002	124	3	100	7	4	6
2523	2.002	54	14	1	5	2	100
2524	22.001	263	100	100	100	7	100
2525	22.001	268	1	100	100	2	100
2526	44.001	16	49	1	1	10	100
2527	93.002	15	1	100	100	7	100
2528	13.001	19	55	11	1	116	100
2529	21.001	1	55	10	7	3	100
2530	13.001	19	55	1	1	116	100
2531	21.001	1	55	1	7	3	100
2532	2.002	22	11	1	7	3	100
2533	18.001	25	37	1	1	3	100
2534	13.001	1	11	1	7	3	100
2535	10.001	33	12	1	7	5	100
2536	10.001	22	8	1	34	93	100
2537	2.002	89	100	100	7	26	100
2538	2.002	124	100	100	7	4	6
2539	13.002	1	8	1	7	128	100
2540	13.002	1	12	1	7	128	100
2541	13.001	1	9	1	7	22	42
2542	10.003	315	8	1	7	21	100
2543	9.001	192	8	1	7	35	100
2544	18.001	19	11	1	7	3	41
2545	34.02	64	100	1	1	3	100
2546	14.001	320	3	100	100	2	100
2547	34.021	1	11	1	1	3	100
2548	22.008	25	100	100	100	1	100
2549	5.002	1	17	1	1	3	100
2550	11.001	25	21	1	100	2	100
2551	5.002	22	24	1	1	3	100
2552	5.002	69	21	1	1	3	100
2553	15.001	60	21	100	100	2	100
2554	10.001	19	17	1	5	2	100
2555	74.001	3	1	100	100	2	100
2556	100.002	161	3	100	13	2	100
2557	100.003	80	100	100	100	1	100
2558	22.001	19	31	1	100	2	15
2559	9.001	10	13	1	7	7	100
2560	14.001	99	14	100	100	7	100
2561	9.001	10	100	1	7	22	100
2562	14.001	102	100	1	1	49	100
2563	2.002	2	17	1	1	3	100
2564	5.002	2	21	1	1	3	100
2565	2.001	9	17	100	100	100	100
2566	13.002	1	4	1	7	15	2
2567	12.002	1	8	1	1	3	100
2568	19.001	38	41	1	7	20	100
2569	19.001	120	12	1	7	43	100
2570	69.001	54	8	100	1	20	100
2571	44.001	16	10	1	18	10	100
2572	2.001	121	13	1	7	3	100
2573	2.001	25	42	100	19	100	1
2574	10.001	19	8	3	2	5	100
2575	1.006	18	100	100	100	2	100
2576	43.002	122	12	100	7	6	100
2577	14.001	54	100	100	100	2	100
2578	5.002	1	8	1	7	25	100
2579	2.002	54	1	100	1	4	100
2580	9.001	25	100	100	100	2	100
2581	2.002	47	12	1	7	17	100
2582	2.002	225	14	100	1	4	100
2583	12.004	1	3	1	1	3	100
2584	34.001	1	11	9	1	3	100
2585	2.008	131	12	100	2	51	100
2586	14.001	5	13	100	100	7	100
2587	15.001	60	13	100	100	2	100
2588	14.001	10	100	1	7	26	100
2589	2.024	133	3	1	7	48	100
2590	2.002	1	100	1	7	6	100
2591	100.007	18	14	100	100	1	8
2592	69.002	10	3	1	7	17	100
2593	2.002	40	14	100	7	4	100
2594	2.002	42	100	2	10	2	100
2595	69.002	153	3	1	7	17	100
2596	2.002	40	11	100	7	4	2
2597	2.001	154	3	100	1	22	100
2598	19.001	1	12	1	7	55	100
2599	2.008	131	13	1	2	51	100
2600	19.001	25	1	1	7	51	100
2601	19.001	40	13	100	7	4	100
2602	44.001	155	10	1	1	10	100
2603	2.014	156	13	1	7	20	100
2604	19.001	10	100	100	1	59	100
2605	9.001	5	1	100	100	100	100
2606	9.001	157	10	1	1	60	100
2607	34.001	158	11	1	1	3	2
2608	14.001	10	19	10	100	7	100
2609	14.001	9	3	100	100	2	100
2610	2.002	89	11	100	7	4	100
2611	5.002	122	14	3	7	3	100
2612	2.002	89	44	100	7	4	100
2613	2.002	57	100	100	7	6	100
2614	2.002	40	100	100	1	20	100
2615	70.001	10	13	100	100	1	100
2616	69.001	5	14	100	1	68	100
2617	43.002	122	44	100	7	6	100
2618	14.001	240	100	100	7	3	100
2619	43.002	38	13	100	7	26	100
2620	2.001	9	3	100	100	1	100
2621	3.001	40	13	100	7	4	100
2622	5.002	226	100	1	1	3	100
2623	14.001	35	100	1	100	1	100
2624	2.001	227	4	1	100	1	100
2625	3.004	88	8	100	100	19	100
2626	2.002	201	8	100	1	4	100
2627	2.006	1	100	100	100	19	100
2628	2.001	27	44	100	100	100	2
2629	14.001	69	14	100	100	1	6
2630	2.002	201	100	100	1	4	100
2631	12.001	35	100	1	100	7	100
2632	2.001	50	12	1	100	1	100
2633	12.001	1	13	1	1	20	100
2634	3.004	88	8	100	100	1	100
2635	103.002	38	13	1	7	15	100
2636	22.001	15	3	1	100	1	100
2637	19.001	228	12	1	7	15	100
2638	2.002	54	13	1	7	1	100
2639	14.001	296	3	100	7	20	2
2640	19.001	261	13	1	7	1	100
2641	2.002	15	44	100	100	7	100
2642	2.002	10	54	100	7	18	100
2643	22.001	19	31	1	100	2	100
2644	81.001	3	44	100	100	2	100
2645	15.001	60	100	2	100	2	100
2646	19.001	47	12	1	7	26	100
2647	2.002	216	11	100	7	4	2
2648	19.001	38	44	1	7	26	100
2649	2.002	225	14	100	1	3	100
2650	2.002	105	44	100	100	2	100
2651	2.002	40	13	2	7	4	100
2652	14.001	130	3	2	100	2	100
2653	2.001	1	44	3	100	2	100
2654	5.002	10	3	1	1	3	100
2655	93.001	25	3	100	100	100	100
2656	2.002	40	44	1	7	4	100
2657	2.002	1	1	1	100	2	100
2658	15.001	3	44	100	100	56	100
2659	19.001	38	12	1	15	26	100
2660	14.001	10	14	100	7	22	100
2661	14.001	57	13	100	1	2	100
2662	18.001	1	12	1	7	15	2
2663	34.001	1	11	1	1	66	100
2664	19.001	54	3	100	100	1	100
2665	9.001	229	19	1	1	22	100
2666	9.001	10	13	1	7	49	100
2667	22.001	18	100	1	1	49	100
2668	19.001	54	100	100	1	49	100
2669	14.001	230	100	1	1	49	100
2670	2.002	54	13	100	7	18	100
2671	22.001	36	5	1	100	1	100
2672	34.001	19	11	1	5	2	100
2673	22.001	10	100	100	100	7	100
2674	19.001	10	3	100	5	7	100
2675	14.001	10	3	100	3	2	100
2676	100.001	33	16	1	2	5	100
2677	10.001	25	8	1	2	3	100
2678	10.001	1	100	1	2	5	100
2679	2.002	33	11	1	2	5	100
2680	5.002	1	100	1	1	5	37
2681	10.001	232	11	1	1	3	100
2682	10.001	267	11	1	1	3	100
2683	101.001	25	8	1	1	4	100
2684	10.001	18	16	1	1	3	100
2685	10.001	33	8	1	2	3	100
2686	10.001	1	8	1	1	3	2
2687	10.001	1	100	1	1	3	100
2688	5.002	54	13	1	7	3	100
2689	72.001	1	11	1	1	23	100
2690	10.001	1	8	1	1	3	6
2691	10.001	25	11	1	2	5	100
2692	71.001	1	17	1	1	3	100
2693	101.001	25	100	1	2	5	100
2694	10.001	1	8	1	1	4	100
2695	5.002	1	11	1	23	5	100
2696	5.002	1	100	1	23	3	100
2697	10.001	232	26	1	1	3	100
2698	10.001	1	11	1	1	47	100
2699	2.002	304	14	100	1	18	100
2700	2.002	1	9	1	1	3	100
2701	2.001	1	100	1	3	37	100
2702	43.001	1	8	1	3	37	100
2703	2.001	1	8	1	3	37	100
2704	2.033	123	14	1	100	100	100
2705	34.001	174	100	100	7	20	100
2706	2.001	40	1	100	100	100	100
2707	2.001	40	44	100	100	100	100
2708	3.001	222	14	1	7	3	100
2709	5.002	122	54	1	7	3	100
2710	2.002	14	100	100	100	115	100
2711	2.001	18	19	100	1	59	100
2712	2.001	1	14	1	100	2	100
2713	43.002	89	4	100	7	2	100
2714	2.022	19	100	1	25	3	100
2715	2.001	39	44	100	7	4	100
2716	2.006	168	44	1	7	1	100
2717	9.001	10	13	1	1	22	100
2718	19.001	19	14	100	7	3	100
2719	19.001	47	3	100	1	17	100
2720	69.001	10	14	100	1	68	100
2721	9.001	1	1	100	1	22	100
2722	14.002	29	44	100	100	7	7
2723	14.001	54	14	100	1	22	100
2724	2.002	1	100	100	100	2	100
2725	2.002	50	44	100	100	7	2
2726	2.002	10	13	100	1	26	100
2727	5.002	122	44	1	7	3	100
2728	2.002	50	1	100	100	7	2
2729	19.001	163	12	100	7	20	100
2730	5.002	122	8	1	7	15	100
2731	2.001	39	44	100	100	100	100
2732	5.002	54	14	1	7	3	100
2733	2.008	131	44	100	2	51	100
2734	2.001	9	44	100	1	4	100
2735	13.001	172	8	1	1	9	100
2736	17.001	16	12	1	7	23	100
2737	18.001	1	52	1	7	3	100
2738	7.001	1	11	1	7	22	100
2739	43.004	25	13	1	2	10	1
2740	18.001	36	37	1	2	24	100
2741	44.001	16	8	1	1	10	100
2742	10.001	19	17	1	2	5	100
2743	43.002	19	12	1	7	3	1
2744	2.002	19	12	1	7	8	100
2745	18.001	36	8	1	2	1	100
2746	12.001	22	12	1	34	93	100
2747	22.001	16	8	1	7	3	100
2748	43.002	19	4	1	2	3	100
2749	9.001	19	8	1	7	3	100
2750	9.001	19	8	1	7	4	100
2751	12.001	1	12	1	1	23	100
2752	13.001	19	8	1	1	10	100
2753	43.002	1	12	1	7	3	100
2754	13.002	1	4	1	7	3	100
2755	43.004	47	13	1	7	21	100
2756	21.001	19	7	1	7	3	100
2757	2.002	36	8	1	7	39	2
2758	21.001	36	12	1	7	8	100
2759	43.002	16	11	1	7	41	100
2760	22.001	16	10	1	7	3	100
2761	13.001	19	8	1	1	100	100
2762	13.001	47	13	1	7	21	100
2763	13.002	47	13	1	7	21	100
2764	43.002	1	8	1	1	1	100
2765	13.001	1	11	1	1	22	100
2766	43.002	1	8	1	7	8	100
2767	43.004	25	13	1	2	3	100
2768	13.002	19	13	1	21	3	100
2769	13.002	16	8	1	7	3	100
2770	43.002	19	11	1	2	3	100
2771	21.001	16	8	1	7	3	100
2772	13.001	19	4	1	1	31	100
2773	13.001	16	13	1	7	3	100
2774	9.001	19	12	1	7	9	100
2775	12.001	19	8	1	7	3	100
2776	44.001	22	8	1	1	10	100
2777	18.001	192	8	1	1	3	2
2778	18.001	1	8	1	1	3	100
2779	13.001	36	8	1	1	1	100
2780	43.002	1	13	1	7	62	100
2781	5.002	22	13	1	1	100	100
2782	2.002	274	100	100	1	4	100
2783	18.001	16	4	1	7	15	100
2784	43.001	1	4	1	7	6	100
2785	13.001	1	14	1	1	3	100
2786	2.001	1	11	1	1	22	2
2787	43.002	1	10	1	7	3	100
2788	9.001	22	8	1	7	4	100
2789	19.001	47	13	1	21	21	100
2790	13.001	1	21	1	7	3	100
2791	43.002	19	13	1	7	3	100
2792	18.001	1	8	1	1	22	100
2793	13.002	1	8	1	21	3	100
2794	13.001	19	8	1	1	8	100
2795	18.001	59	11	1	7	3	100
2796	86.001	1	12	1	1	3	2
2797	21.001	1	52	1	7	2	100
2798	12.001	19	8	1	1	9	100
2799	22.001	1	11	1	7	2	100
2800	13.001	19	8	1	1	9	1
2801	18.001	59	100	1	21	3	100
2802	21.001	25	12	1	7	3	100
2803	19.001	47	12	1	7	21	100
2804	103.002	47	13	1	7	21	100
2805	13.001	19	11	1	7	9	100
2806	43.001	16	12	1	7	3	100
2807	13.001	19	100	1	1	22	100
2808	21.001	16	12	1	7	6	100
2809	2.001	1	11	1	7	22	100
2810	19.001	47	11	1	7	21	100
2811	10.003	19	8	1	7	9	100
2812	5.002	1	8	1	1	121	100
2813	5.002	1	8	1	1	121	1
2814	22.001	19	8	1	7	3	100
2815	2.002	19	23	1	7	3	1
2816	2.008	161	14	1	7	3	100
2817	9.001	25	44	1	100	2	100
2818	78.001	25	44	100	100	2	100
2819	69.001	10	100	100	100	17	100
2820	14.001	10	44	100	100	1	100
2821	12.001	9	1	100	100	1	100
2822	69.001	10	29	100	100	17	12
2823	100.006	123	100	100	100	2	100
2824	34.001	42	100	100	10	2	100
2825	34.006	40	11	100	7	4	100
2826	19.001	161	14	100	100	7	100
2827	1.001	10	44	100	100	7	100
2828	2.002	59	14	100	100	7	100
2829	43.002	38	8	1	7	26	100
2830	2.001	1	44	100	100	100	100
2831	2.002	14	14	100	100	100	100
2832	12.004	1	44	1	1	3	100
2833	12.001	9	44	100	100	1	100
2834	2.002	150	100	100	100	7	100
2835	22.001	127	1	100	100	7	100
2836	19.001	18	100	100	100	100	100
2837	43.002	206	3	1	7	6	100
2838	2.002	10	1	100	100	7	100
2839	19.001	14	100	100	100	100	100
2840	1.001	10	1	100	100	7	100
2841	2.002	25	44	100	100	2	100
2842	2.002	105	3	100	100	2	100
2843	43.002	122	8	100	7	6	100
2844	22.001	25	44	100	100	7	100
2845	69.001	10	100	100	100	2	100
2846	34.001	1	44	1	1	3	100
2847	14.001	5	44	100	100	7	100
2848	19.001	38	8	1	7	26	100
2849	19.001	14	14	100	100	100	100
2850	12.005	1	44	1	1	3	100
2851	19.001	38	44	1	7	15	100
2852	5.002	1	44	1	1	23	100
2853	44.001	16	44	1	1	10	100
2854	1.001	162	44	100	100	1	100
2855	80.001	9	44	100	100	100	100
2856	22.001	25	44	100	100	1	100
2857	1.001	5	44	100	100	1	100
2858	2.001	9	44	1	100	100	100
2859	13.001	19	44	1	1	9	100
2860	14.001	11	54	100	100	2	100
2861	2.001	170	44	1	100	1	100
2862	2.001	9	44	100	100	100	2
2863	4.001	25	4	1	5	2	100
2864	47.001	25	44	100	100	100	2
2865	2.001	27	44	100	100	100	100
2866	5.002	1	11	1	1	3	12
2867	5.002	1	44	1	1	3	100
2868	5.002	1	44	1	1	3	2
2869	15.002	25	44	1	100	2	2
2870	2.011	82	14	100	22	2	100
2871	2.002	174	3	100	7	4	100
2872	5.002	38	10	1	1	3	2
2873	2.008	54	100	100	100	1	100
2874	2.001	169	3	1	100	7	100
2875	43.002	122	3	100	7	6	100
2876	9.001	1	20	1	1	3	100
2877	14.001	130	100	100	100	2	100
2878	69.001	35	44	1	7	15	100
2879	69.001	35	1	1	7	15	100
2880	10.001	38	100	1	7	26	100
2881	2.001	122	100	1	7	6	100
2882	13.001	122	100	100	7	6	100
2883	5.002	1	14	1	7	3	100
2884	2.001	39	11	100	1	3	100
2885	2.001	39	3	100	100	100	100
2886	69.001	54	13	100	7	20	100
2887	14.001	18	3	100	1	18	100
2888	2.002	245	8	100	2	26	100
2889	2.001	1	3	1	100	2	100
2890	15.001	19	8	1	1	9	100
2891	5.002	58	3	1	1	3	100
2892	19.001	25	100	1	7	43	100
2893	2.002	245	3	100	2	26	100
2894	93.001	25	44	100	100	100	2
2895	86.001	16	11	1	7	6	100
2896	34.001	19	8	1	7	9	100
2897	34.001	1	14	1	1	1	2
2898	3.001	40	11	100	7	4	100
2899	2.001	39	11	100	7	4	5
2900	2.017	1	1	1	100	2	100
2901	2.001	39	1	100	7	18	100
2902	2.001	39	1	100	7	2	100
2903	1.001	5	100	100	100	1	12
2904	1.001	25	100	100	100	2	100
2905	1.008	137	100	100	100	1	100
2906	2.001	39	1	100	100	100	1
2907	2.001	183	1	100	100	100	2
2908	2.001	39	11	100	7	4	8
2909	2.001	9	1	100	100	100	12
2910	2.001	9	13	100	100	100	12
2911	2.001	5	100	100	100	100	12
2912	2.001	19	13	1	7	22	22
2913	2.001	9	3	2	100	1	100
2914	2.001	9	14	100	100	1	100
2915	2.001	18	100	100	100	1	100
2916	2.001	1	1	1	1	2	100
2917	2.001	1	10	1	1	2	100
2918	2.001	24	1	1	100	2	100
2919	2.001	25	1	1	100	2	100
2920	2.001	69	1	1	100	2	100
2921	2.001	39	1	100	100	2	100
2922	2.001	40	1	100	100	2	100
2923	2.001	1	3	100	100	2	100
2924	2.001	9	3	100	100	2	100
2925	2.001	39	3	100	100	2	100
2926	2.001	24	6	100	100	2	100
2927	2.001	105	13	100	100	2	100
2928	2.001	9	100	100	100	2	100
2929	2.001	16	100	100	100	2	100
2930	2.001	24	100	100	100	2	100
2931	2.001	1	17	1	1	3	100
2932	2.001	39	3	100	1	3	100
2933	2.001	40	3	100	7	3	100
2934	2.001	39	11	100	7	3	100
2935	2.001	9	1	100	100	3	100
2936	2.001	40	13	100	7	4	100
2937	2.001	122	1	1	7	6	100
2938	2.001	18	1	100	7	100	100
2939	2.001	39	1	100	7	100	100
2940	2.001	9	100	100	7	100	100
2941	2.001	9	3	100	22	100	100
2942	2.001	10	100	100	22	100	100
2943	2.001	1	1	1	100	100	100
2944	2.001	39	11	1	100	100	100
2945	2.001	9	100	2	100	100	100
2946	2.001	11	1	100	100	100	100
2947	2.001	15	1	100	100	100	100
2948	2.001	29	1	100	100	100	100
2949	2.001	105	1	100	100	100	100
2950	2.001	58	3	100	100	100	100
2951	2.001	9	6	100	100	100	100
2952	2.001	39	6	100	100	100	100
2953	2.001	39	8	100	100	100	100
2954	2.001	39	10	100	100	100	100
2955	2.001	9	12	100	100	100	100
2956	2.001	18	13	100	100	100	100
2957	2.001	29	13	100	100	100	100
2958	2.001	39	13	100	100	100	100
2959	2.001	39	19	100	100	100	100
2960	2.001	39	24	100	100	100	100
2961	2.001	39	26	100	100	100	100
2962	2.001	10	100	100	100	100	100
2963	2.001	183	100	100	100	100	100
2964	2.002	1	3	1	1	3	2
2965	2.002	105	3	100	100	1	100
2966	2.002	25	5	100	100	1	100
2967	2.002	25	14	100	100	1	100
2968	2.002	25	100	100	100	1	100
2969	2.002	40	1	100	7	2	100
2970	2.002	40	13	100	7	2	100
2971	2.002	40	100	100	7	2	100
2972	2.002	57	3	1	100	2	100
2973	2.002	1	100	1	100	2	100
2974	2.002	11	1	100	100	2	100
2975	2.002	24	1	100	100	2	100
2976	2.002	105	1	100	100	2	100
2977	2.002	11	3	100	100	2	100
2978	2.002	105	5	100	100	2	100
2979	2.002	18	6	100	100	2	100
2980	2.002	18	14	100	100	2	100
2981	2.002	122	1	1	7	3	100
2982	2.002	40	3	1	7	3	100
2983	2.002	261	13	1	7	3	100
2984	2.002	47	14	1	7	3	100
2985	2.002	105	1	100	7	3	100
2986	2.002	9	100	100	7	3	100
2987	2.002	19	100	100	7	3	100
2988	2.002	105	100	100	100	3	100
2989	2.002	40	1	100	1	4	100
2990	2.002	40	8	1	7	4	100
2991	2.002	40	13	1	7	4	100
2992	2.002	5	13	100	7	4	100
2993	2.002	40	17	100	7	4	100
2994	2.002	105	1	100	100	4	100
2995	2.002	40	3	100	100	4	100
2996	2.002	89	8	100	100	4	100
2997	2.002	89	100	100	100	4	100
2998	2.002	19	1	1	1	9	100
2999	2.002	54	14	100	1	59	100
3000	2.002	9	13	100	100	100	100
3001	2.002	18	13	100	100	100	100
3002	2.017	1	100	1	100	2	100
3003	2.019	40	1	100	7	4	100
3004	5.002	122	13	1	7	3	2
3005	5.002	122	1	1	7	2	100
3006	5.002	38	1	1	1	3	100
3007	5.002	58	1	1	1	3	100
3008	5.002	15	6	1	1	3	100
3009	5.002	38	8	1	1	3	100
3010	5.002	38	12	1	1	3	100
3011	5.002	38	13	1	1	3	100
3012	5.002	5	17	1	1	3	100
3013	5.002	38	100	1	1	3	100
3014	5.002	58	100	1	1	3	100
3015	5.002	19	3	1	7	3	100
3016	5.002	57	14	1	7	3	100
3017	5.002	105	14	1	7	3	100
3018	5.002	122	100	1	7	3	100
3019	5.002	122	14	100	7	3	100
3020	5.002	1	1	1	100	3	100
3021	5.002	122	1	1	100	3	100
3022	5.002	1	3	1	100	3	100
3023	5.002	1	14	1	100	3	100
3024	5.002	1	17	1	100	3	100
3025	5.002	1	24	1	100	3	100
3026	5.002	1	35	1	100	3	100
3027	9.001	1	12	1	100	2	2
3028	9.001	1	8	1	100	2	6
3029	9.001	105	3	1	6	2	100
3030	9.001	105	17	1	6	2	100
3031	9.001	105	100	1	6	2	100
3032	9.001	1	3	1	7	2	100
3033	9.001	105	5	100	7	2	100
3034	9.001	105	3	100	22	2	100
3035	9.001	1	1	1	100	2	100
3036	9.001	25	4	1	100	2	100
3037	9.001	105	14	1	100	2	100
3038	9.001	105	16	1	100	2	100
3039	9.001	18	31	1	100	2	100
3040	9.001	10	100	1	100	2	100
3041	9.001	15	100	1	100	2	100
3042	9.001	21	1	100	100	2	100
3043	9.001	25	1	100	100	2	100
3044	9.001	82	1	100	100	2	100
3045	9.001	21	3	100	100	2	100
3046	9.001	105	6	100	100	2	100
3047	9.001	25	8	100	100	2	100
3048	9.001	105	13	100	100	2	100
3049	9.001	11	100	100	100	2	100
3050	9.001	15	100	100	100	2	100
3051	9.001	21	100	100	100	2	100
3052	9.001	105	3	1	100	7	100
3053	9.001	105	100	100	100	7	100
3054	9.001	9	1	100	1	100	100
3055	9.001	39	6	100	100	100	100
3056	9.001	9	100	100	100	100	100
3057	9.004	58	12	100	100	2	100
3058	11.001	5	100	100	100	2	100
3059	11.001	25	100	100	100	2	100
3060	12.007	9	1	100	100	100	100
3061	12.007	9	11	100	100	100	100
3062	13.001	19	100	1	1	3	100
3063	13.001	130	3	1	1	9	100
3064	13.001	19	10	1	1	9	100
3065	13.001	1	1	1	7	9	100
3066	13.001	19	3	1	100	9	100
3067	14.001	130	3	100	7	2	100
3068	14.001	10	3	1	100	2	100
3069	14.001	122	3	1	100	2	100
3070	14.001	1	10	1	100	2	100
3071	14.001	1	1	100	100	2	100
3072	14.001	1	3	100	100	2	100
3073	14.001	130	6	100	100	2	100
3074	14.001	130	8	100	100	2	100
3075	14.001	130	13	100	100	2	100
3076	14.001	1	100	100	100	2	100
3077	14.001	2	100	1	1	3	100
3078	14.001	10	13	100	2	4	100
3079	14.001	1	1	1	100	7	100
3080	14.001	29	14	100	100	7	100
3081	14.001	11	100	100	100	7	100
3082	14.001	19	8	1	100	9	100
3083	15.001	1	3	1	100	2	100
3084	15.001	1	8	1	100	2	100
3085	15.001	1	100	1	100	2	100
3086	15.001	5	3	100	100	2	100
3087	15.001	18	100	100	100	2	100
3088	17.001	122	1	1	7	3	100
3089	17.001	122	14	1	7	3	100
3090	18.001	36	10	1	2	24	2
3091	18.001	36	11	1	2	24	2
3092	18.001	36	100	1	2	24	2
3093	18.001	161	8	1	2	24	100
3094	19.001	38	1	1	7	2	100
3095	19.001	11	1	100	100	2	100
3096	19.001	11	100	100	100	2	100
3097	19.001	15	100	100	100	2	100
3098	19.001	39	1	1	7	3	100
3099	19.001	38	13	1	7	3	100
3100	19.001	38	100	1	7	3	100
3101	19.001	24	1	1	7	15	100
3102	19.001	16	10	1	7	15	100
3103	19.001	24	100	3	7	15	100
3104	19.001	47	4	1	21	21	100
3105	19.001	38	37	1	7	26	100
3106	19.001	5	13	1	7	43	100
3107	22.001	25	100	100	1	1	100
3108	22.001	25	1	100	22	1	100
3109	22.001	5	1	100	100	1	100
